cbsa_code,cbsa_name,state,is_candidate,demand_index,w_demand,score,rank
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NY-NJ-PA,False,435371.1,0.5,0.7674117488316584,1
31100,"Los Angeles-Long Beach-Santa Ana, CA",CA,True,364492.3,0.5,0.6700515719457519,2
16980,"Chicago-Joliet-Naperville, IL-IN-WI",IL-IN-WI,False,337400.7,0.5,0.5628885370859313,3
19100,"Dallas-Fort Worth-Arlington, TX",TX,True,266468.5,0.5,0.4587556110103024,4
41860,"San Francisco-Oakland-Fremont, CA",CA,False,163292.5,0.5,0.34640708582025703,5
12060,"Atlanta-Sandy Springs-Marietta, GA",GA,False,183007.9,0.5,0.3307960510088642,6
14460,"Boston-Cambridge-Quincy, MA-NH",MA-NH,False,168960.80000000002,0.5,0.30178666741782534,7
26420,"Houston-Sugar Land-Baytown, TX",TX,True,176497.7,0.5,0.29858881126434905,8
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA-NJ-DE-MD,False,169456.6,0.5,0.293840090380975,9
19820,"Detroit-Warren-Livonia, MI",MI,False,166614.30000000002,0.5,0.2773098729758941,10
42660,"Seattle-Tacoma-Bellevue, WA",WA,False,125890.2,0.5,0.27411901496460883,11
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC-VA-MD-WV,False,178267.00000000003,0.5,0.24598737778827687,12
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,False,136601.4,0.5,0.24406646298130452,13
38060,"Phoenix-Mesa-Glendale, AZ",AZ,True,130437.0,0.5,0.22878794650162756,14
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,False,120524.1,0.5,0.21489665670485864,15
41940,"San Jose-Sunnyvale-Santa Clara, CA",CA,False,81894.29999999999,0.5,0.18768493087183163,16
40140,"Riverside-San Bernardino-Ontario, CA",CA,True,100165.7,0.5,0.17690811374431026,17
41180,"St. Louis, MO-IL",MO-IL,False,86991.79999999999,0.5,0.16467913643542798,18
19740,"Denver-Aurora-Broomfield, CO",CO,False,81617.90000000001,0.5,0.16187451623369392,19
41740,"San Diego-Carlsbad-San Marcos, CA",CA,True,92770.6,0.5,0.15903608888086668,20
38900,"Portland-Vancouver-Hillsboro, OR-WA",OR-WA,False,81627.40000000001,0.5,0.15768516633945392,21
17140,"Cincinnati-Middletown, OH-KY-IN",OH-KY-IN,False,80527.8,0.5,0.1528863098944546,22
28140,"Kansas City, MO-KS",MO-KS,False,78883.0,0.5,0.1493336889982781,23
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",NC-SC,False,74465.3,0.5,0.14265652604412607,24
17460,"Cleveland-Elyria-Mentor, OH",OH,False,71124.59999999999,0.5,0.13928423016148261,25
26900,"Indianapolis-Carmel, IN",IN,False,70903.9,0.5,0.13791658592813805,26
18140,"Columbus, OH",OH,False,69324.1,0.5,0.1355872102926671,27
38300,"Pittsburgh, PA",PA,False,68003.4,0.5,0.133453688602628,28
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,False,61290.0,0.5,0.13022590281446084,29
45300,"Tampa-St. Petersburg-Clearwater, FL",FL,False,70573.6,0.5,0.1299093394046741,30
31140,"Louisville/Jefferson County, KY-IN",KY-IN,False,64548.00000000001,0.5,0.12645472750397346,31
12580,"Baltimore-Towson, MD",MD,False,71926.5,0.5,0.12618242615786418,32
33340,"Milwaukee-Waukesha-West Allis, WI",WI,False,63989.9,0.5,0.12367653330320966,33
41620,"Salt Lake City, UT",UT,False,52628.7,0.5,0.12081704792557255,34
12420,"Austin-Round Rock-San Marcos, TX",TX,True,58931.6,0.5,0.12073628966337424,35
36740,"Orlando-Kissimmee-Sanford, FL",FL,False,56547.100000000006,0.5,0.11868996134626568,36
41700,"San Antonio-New Braunfels, TX",TX,True,52905.2,0.5,0.1100975761523489,37
24380,"Grants, NM",NM,False,42.2,0.5,0.10435173005179883,38
29500,"Lamesa, TX",TX,False,82.0,0.5,0.10006694571957579,39
40900,"Sacramento--Arden-Arcade--Roseville, CA",CA,False,43376.3,0.5,0.09623715029230112,40
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",VA-NC,False,44328.9,0.5,0.09560984232747871,41
40760,"Ruidoso, NM",NM,False,129.2,0.5,0.09472304444668447,42
27260,"Jacksonville, FL",FL,False,39846.6,0.5,0.09413044633110379,43
13300,"Beeville, TX",TX,False,120.6,0.5,0.09280921463752656,44
18860,"Crescent City, CA",CA,False,151.0,0.5,0.09232590939458722,45
43500,"Silver City, NM",NM,False,120.9,0.5,0.0918121714156777,46
39300,"Providence-New Bedford-Fall River, RI-MA",RI-MA,False,40782.100000000006,0.5,0.09139942206856176,47
21580,"Espanola, NM",NM,False,111.5,0.5,0.09106949322029419,48
29820,"Las Vegas-Paradise, NV",NV,False,37772.59999999999,0.5,0.08992477496142268,49
25660,"Havre, MT",MT,False,110.5,0.5,0.08986234960418416,50
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NY-NJ-PA,False,435371.1,0.6,0.8139293990653267,1
31100,"Los Angeles-Long Beach-Santa Ana, CA",CA,True,364492.3,0.6,0.7034793605367227,2
16980,"Chicago-Joliet-Naperville, IL-IN-WI",IL-IN-WI,False,337400.7,0.6,0.6053029842227674,3
19100,"Dallas-Fort Worth-Arlington, TX",TX,True,266468.5,0.6,0.4894102142495612,4
41860,"San Francisco-Oakland-Fremont, CA",CA,False,163292.5,0.6,0.35213208306343524,5
12060,"Atlanta-Sandy Springs-Marietta, GA",GA,False,183007.9,0.6,0.34870055901328084,6
26420,"Houston-Sugar Land-Baytown, TX",TX,True,176497.7,0.6,0.319943965144569,7
14460,"Boston-Cambridge-Quincy, MA-NH",MA-NH,False,168960.80000000002,0.6,0.31903977946049544,8
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA-NJ-DE-MD,False,169456.6,0.6,0.3129102895842399,9
19820,"Detroit-Warren-Livonia, MI",MI,False,166614.30000000002,0.6,0.2983803559704004,10
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC-VA-MD-WV,False,178267.00000000003,0.6,0.2786756391845671,11
42660,"Seattle-Tacoma-Bellevue, WA",WA,False,125890.2,0.6,0.27711891672657163,12
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,False,136601.4,0.6,0.25799762706235535,13
38060,"Phoenix-Mesa-Glendale, AZ",AZ,True,130437.0,0.6,0.2429428731856374,14
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,False,120524.1,0.6,0.22727583043144098,15
41940,"San Jose-Sunnyvale-Santa Clara, CA",CA,False,81894.29999999999,0.6,0.18775982355946103,16
40140,"Riverside-San Bernardino-Ontario, CA",CA,True,100165.7,0.6,0.18753229646468073,17
41180,"St. Louis, MO-IL",MO-IL,False,86991.79999999999,0.6,0.17169699218956846,18
41740,"San Diego-Carlsbad-San Marcos, CA",CA,True,92770.6,0.6,0.16983734923977653,19
19740,"Denver-Aurora-Broomfield, CO",CO,False,81617.90000000001,0.6,0.16698451300144926,20
38900,"Portland-Vancouver-Hillsboro, OR-WA",OR-WA,False,81627.40000000001,0.6,0.16363739740968702,21
17140,"Cincinnati-Middletown, OH-KY-IN",OH-KY-IN,False,80527.8,0.6,0.15929315327860535,22
28140,"Kansas City, MO-KS",MO-KS,False,78883.0,0.6,0.15569543135048258,23
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",NC-SC,False,74465.3,0.6,0.14832419861882626,24
17460,"Cleveland-Elyria-Mentor, OH",OH,False,71124.59999999999,0.6,0.14409163602324512,25
26900,"Indianapolis-Carmel, IN",IN,False,70903.9,0.6,0.1428961305076129,26
18140,"Columbus, OH",OH,False,69324.1,0.6,0.14030686594973182,27
38300,"Pittsburgh, PA",PA,False,68003.4,0.6,0.13799331573266677,28
45300,"Tampa-St. Petersburg-Clearwater, FL",FL,False,70573.6,0.6,0.13633859264727238,29
12580,"Baltimore-Towson, MD",MD,False,71926.5,0.6,0.13397858767495063,30
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,False,61290.0,0.6,0.13232693444360533,31
31140,"Louisville/Jefferson County, KY-IN",KY-IN,False,64548.00000000001,0.6,0.1308067274989786,32
33340,"Milwaukee-Waukesha-West Allis, WI",WI,False,63989.9,0.6,0.12832777961018144,33
12420,"Austin-Round Rock-San Marcos, TX",TX,True,58931.6,0.6,0.1236517890965866,34
36740,"Orlando-Kissimmee-Sanford, FL",FL,False,56547.100000000006,0.6,0.12091928121183064,35
41620,"Salt Lake City, UT",UT,False,52628.7,0.6,0.12082082776887175,36
41700,"San Antonio-New Braunfels, TX",TX,True,52905.2,0.6,0.11237227513804313,37
40900,"Sacramento--Arden-Arcade--Roseville, CA",CA,False,43376.3,0.6,0.09690633408836329,38
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",VA-NC,False,44328.9,0.6,0.09684211452594821,39
27260,"Jacksonville, FL",FL,False,39846.6,0.6,0.09359941795983123,40
32820,"Memphis, TN-MS-AR",TN-MS-AR,False,44834.5,0.6,0.09194844344629544,41
39300,"Providence-New Bedford-Fall River, RI-MA",RI-MA,False,40782.100000000006,0.6,0.09184436957670691,42
29820,"Las Vegas-Paradise, NV",NV,False,37772.59999999999,0.6,0.0892820801053372,43
40060,"Richmond, VA",VA,False,36316.9,0.6,0.08486091125211956,44
15380,"Buffalo-Niagara Falls, NY",NY,False,36313.3,0.6,0.08444503161608531,45
24380,"Grants, NM",NM,False,42.2,0.6,0.08349020456919606,46
41980,"San Juan-Caguas-Guaynabo, PR",PR,False,32202.8,0.6,0.08208621394747082,47
24340,"Grand Rapids-Wyoming, MI",MI,False,40521.600000000006,0.6,0.08137638577909237,48
29500,"Lamesa, TX",TX,False,82.0,0.6,0.08008066132241386,49
39580,"Raleigh-Cary, NC",NC,False,32195.2,0.6,0.07797807066452186,50
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NY-NJ-PA,False,435371.1,0.7,0.860447049298995,1
31100,"Los Angeles-Long Beach-Santa Ana, CA",CA,True,364492.3,0.7,0.7369071491276932,2
16980,"Chicago-Joliet-Naperville, IL-IN-WI",IL-IN-WI,False,337400.7,0.7,0.6477174313596036,3
19100,"Dallas-Fort Worth-Arlington, TX",TX,True,266468.5,0.7,0.5200648174888199,4
12060,"Atlanta-Sandy Springs-Marietta, GA",GA,False,183007.9,0.7,0.3666050670176976,5
41860,"San Francisco-Oakland-Fremont, CA",CA,False,163292.5,0.7,0.3578570803066133,6
26420,"Houston-Sugar Land-Baytown, TX",TX,True,176497.7,0.7,0.3412991190247891,7
14460,"Boston-Cambridge-Quincy, MA-NH",MA-NH,False,168960.80000000002,0.7,0.33629289150316566,8
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA-NJ-DE-MD,False,169456.6,0.7,0.33198048878750475,9
19820,"Detroit-Warren-Livonia, MI",MI,False,166614.30000000002,0.7,0.31945083896490667,10
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC-VA-MD-WV,False,178267.00000000003,0.7,0.3113639005808573,11
42660,"Seattle-Tacoma-Bellevue, WA",WA,False,125890.2,0.7,0.2801188184885346,12
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,False,136601.4,0.7,0.2719287911434063,13
38060,"Phoenix-Mesa-Glendale, AZ",AZ,True,130437.0,0.7,0.25709779986964715,14
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,False,120524.1,0.7,0.2396550041580232,15
40140,"Riverside-San Bernardino-Ontario, CA",CA,True,100165.7,0.7,0.19815647918505125,16
41940,"San Jose-Sunnyvale-Santa Clara, CA",CA,False,81894.29999999999,0.7,0.18783471624709042,17
41740,"San Diego-Carlsbad-San Marcos, CA",CA,True,92770.6,0.7,0.18063860959868633,18
41180,"St. Louis, MO-IL",MO-IL,False,86991.79999999999,0.7,0.17871484794370895,19
19740,"Denver-Aurora-Broomfield, CO",CO,False,81617.90000000001,0.7,0.17209450976920465,20
38900,"Portland-Vancouver-Hillsboro, OR-WA",OR-WA,False,81627.40000000001,0.7,0.16958962847992015,21
17140,"Cincinnati-Middletown, OH-KY-IN",OH-KY-IN,False,80527.8,0.7,0.1656999966627561,22
28140,"Kansas City, MO-KS",MO-KS,False,78883.0,0.7,0.16205717370268707,23
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",NC-SC,False,74465.3,0.7,0.15399187119352648,24
17460,"Cleveland-Elyria-Mentor, OH",OH,False,71124.59999999999,0.7,0.14889904188500763,25
26900,"Indianapolis-Carmel, IN",IN,False,70903.9,0.7,0.1478756750870877,26
18140,"Columbus, OH",OH,False,69324.1,0.7,0.14502652160679658,27
45300,"Tampa-St. Petersburg-Clearwater, FL",FL,False,70573.6,0.7,0.14276784588987068,28
38300,"Pittsburgh, PA",PA,False,68003.4,0.7,0.1425329428627056,29
12580,"Baltimore-Towson, MD",MD,False,71926.5,0.7,0.1417747491920371,30
31140,"Louisville/Jefferson County, KY-IN",KY-IN,False,64548.00000000001,0.7,0.13515872749398367,31
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,False,61290.0,0.7,0.13442796607274982,32
33340,"Milwaukee-Waukesha-West Allis, WI",WI,False,63989.9,0.7,0.13297902591715324,33
12420,"Austin-Round Rock-San Marcos, TX",TX,True,58931.6,0.7,0.12656728852979895,34
36740,"Orlando-Kissimmee-Sanford, FL",FL,False,56547.100000000006,0.7,0.12314860107739559,35
41620,"Salt Lake City, UT",UT,False,52628.7,0.7,0.12082460761217098,36
41700,"San Antonio-New Braunfels, TX",TX,True,52905.2,0.7,0.11464697412373737,37
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",VA-NC,False,44328.9,0.7,0.09807438672441766,38
40900,"Sacramento--Arden-Arcade--Roseville, CA",CA,False,43376.3,0.7,0.09757551788442545,39
32820,"Memphis, TN-MS-AR",TN-MS-AR,False,44834.5,0.7,0.09469447578667878,40
27260,"Jacksonville, FL",FL,False,39846.6,0.7,0.09306838958855868,41
39300,"Providence-New Bedford-Fall River, RI-MA",RI-MA,False,40782.100000000006,0.7,0.09228931708485202,42
29820,"Las Vegas-Paradise, NV",NV,False,37772.59999999999,0.7,0.08863938524925173,43
40060,"Richmond, VA",VA,False,36316.9,0.7,0.0844875683583072,44
24340,"Grand Rapids-Wyoming, MI",MI,False,40521.600000000006,0.7,0.08428873630170008,45
15380,"Buffalo-Niagara Falls, NY",NY,False,36313.3,0.7,0.08417359132008845,46
41980,"San Juan-Caguas-Guaynabo, PR",PR,False,32202.8,0.7,0.0800440106633489,47
39580,"Raleigh-Cary, NC",NC,False,32195.2,0.7,0.07695853887750745,48
24660,"Greensboro-High Point, NC",NC,False,33241.3,0.7,0.0764796886803546,49
40380,"Rochester, NY",NY,False,31983.4,0.7,0.07491142899882464,50
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NY-NJ-PA,False,435371.1,0.8,0.9069646995326633,1
31100,"Los Angeles-Long Beach-Santa Ana, CA",CA,True,364492.3,0.8,0.7703349377186637,2
16980,"Chicago-Joliet-Naperville, IL-IN-WI",IL-IN-WI,False,337400.7,0.8,0.6901318784964398,3
19100,"Dallas-Fort Worth-Arlington, TX",TX,True,266468.5,0.8,0.5507194207280788,4
12060,"Atlanta-Sandy Springs-Marietta, GA",GA,False,183007.9,0.8,0.3845095750221142,5
41860,"San Francisco-Oakland-Fremont, CA",CA,False,163292.5,0.8,0.36358207754979144,6
26420,"Houston-Sugar Land-Baytown, TX",TX,True,176497.7,0.8,0.3626542729050091,7
14460,"Boston-Cambridge-Quincy, MA-NH",MA-NH,False,168960.80000000002,0.8,0.3535460035458358,8
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA-NJ-DE-MD,False,169456.6,0.8,0.35105068799076955,9
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC-VA-MD-WV,False,178267.00000000003,0.8,0.3440521619771476,10
19820,"Detroit-Warren-Livonia, MI",MI,False,166614.30000000002,0.8,0.3405213219594131,11
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,False,136601.4,0.8,0.2858599552244572,12
42660,"Seattle-Tacoma-Bellevue, WA",WA,False,125890.2,0.8,0.28311872025049756,13
38060,"Phoenix-Mesa-Glendale, AZ",AZ,True,130437.0,0.8,0.27125272655365695,14
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,False,120524.1,0.8,0.25203417788460547,15
40140,"Riverside-San Bernardino-Ontario, CA",CA,True,100165.7,0.8,0.20878066190542177,16
41740,"San Diego-Carlsbad-San Marcos, CA",CA,True,92770.6,0.8,0.19143986995759618,17
41940,"San Jose-Sunnyvale-Santa Clara, CA",CA,False,81894.29999999999,0.8,0.18790960893471978,18
41180,"St. Louis, MO-IL",MO-IL,False,86991.79999999999,0.8,0.18573270369784944,19
19740,"Denver-Aurora-Broomfield, CO",CO,False,81617.90000000001,0.8,0.17720450653696002,20
38900,"Portland-Vancouver-Hillsboro, OR-WA",OR-WA,False,81627.40000000001,0.8,0.17554185955015328,21
17140,"Cincinnati-Middletown, OH-KY-IN",OH-KY-IN,False,80527.8,0.8,0.17210684004690685,22
28140,"Kansas City, MO-KS",MO-KS,False,78883.0,0.8,0.1684189160548915,23
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",NC-SC,False,74465.3,0.8,0.15965954376822666,24
17460,"Cleveland-Elyria-Mentor, OH",OH,False,71124.59999999999,0.8,0.15370644774677011,25
26900,"Indianapolis-Carmel, IN",IN,False,70903.9,0.8,0.15285521966656257,26
18140,"Columbus, OH",OH,False,69324.1,0.8,0.14974617726386133,27
12580,"Baltimore-Towson, MD",MD,False,71926.5,0.8,0.1495709107091236,28
45300,"Tampa-St. Petersburg-Clearwater, FL",FL,False,70573.6,0.8,0.14919709913246898,29
38300,"Pittsburgh, PA",PA,False,68003.4,0.8,0.14707256999274437,30
31140,"Louisville/Jefferson County, KY-IN",KY-IN,False,64548.00000000001,0.8,0.1395107274889888,31
33340,"Milwaukee-Waukesha-West Allis, WI",WI,False,63989.9,0.8,0.1376302722241251,32
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,False,61290.0,0.8,0.13652899770189433,33
12420,"Austin-Round Rock-San Marcos, TX",TX,True,58931.6,0.8,0.1294827879630113,34
36740,"Orlando-Kissimmee-Sanford, FL",FL,False,56547.100000000006,0.8,0.12537792094296055,35
41620,"Salt Lake City, UT",UT,False,52628.7,0.8,0.12082838745547017,36
41700,"San Antonio-New Braunfels, TX",TX,True,52905.2,0.8,0.11692167310943165,37
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",VA-NC,False,44328.9,0.8,0.09930665892288716,38
40900,"Sacramento--Arden-Arcade--Roseville, CA",CA,False,43376.3,0.8,0.09824470168048763,39
32820,"Memphis, TN-MS-AR",TN-MS-AR,False,44834.5,0.8,0.09744050812706219,40
39300,"Providence-New Bedford-Fall River, RI-MA",RI-MA,False,40782.100000000006,0.8,0.09273426459299716,41
27260,"Jacksonville, FL",FL,False,39846.6,0.8,0.09253736121728612,42
29820,"Las Vegas-Paradise, NV",NV,False,37772.59999999999,0.8,0.08799669039316622,43
24340,"Grand Rapids-Wyoming, MI",MI,False,40521.600000000006,0.8,0.08720108682430783,44
40060,"Richmond, VA",VA,False,36316.9,0.8,0.08411422546449482,45
15380,"Buffalo-Niagara Falls, NY",NY,False,36313.3,0.8,0.0839021510240916,46
41980,"San Juan-Caguas-Guaynabo, PR",PR,False,32202.8,0.8,0.07800180737922702,47
24660,"Greensboro-High Point, NC",NC,False,33241.3,0.8,0.07642074186240677,48
39580,"Raleigh-Cary, NC",NC,False,32195.2,0.8,0.07593900709049303,49
40380,"Rochester, NY",NY,False,31983.4,0.8,0.07441209809333911,50
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NY-NJ-PA,False,435371.1,0.9,0.9534823497663317,1
31100,"Los Angeles-Long Beach-Santa Ana, CA",CA,True,364492.3,0.9,0.8037627263096343,2
16980,"Chicago-Joliet-Naperville, IL-IN-WI",IL-IN-WI,False,337400.7,0.9,0.7325463256332759,3
19100,"Dallas-Fort Worth-Arlington, TX",TX,True,266468.5,0.9,0.5813740239673375,4
12060,"Atlanta-Sandy Springs-Marietta, GA",GA,False,183007.9,0.9,0.40241408302653076,5
26420,"Houston-Sugar Land-Baytown, TX",TX,True,176497.7,0.9,0.38400942678522915,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC-VA-MD-WV,False,178267.00000000003,0.9,0.37674042337343777,7
14460,"Boston-Cambridge-Quincy, MA-NH",MA-NH,False,168960.80000000002,0.9,0.370799115588506,8
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA-NJ-DE-MD,False,169456.6,0.9,0.3701208871940343,9
41860,"San Francisco-Oakland-Fremont, CA",CA,False,163292.5,0.9,0.3693070747929695,10
19820,"Detroit-Warren-Livonia, MI",MI,False,166614.30000000002,0.9,0.36159180495391946,11
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,False,136601.4,0.9,0.299791119305508,12
42660,"Seattle-Tacoma-Bellevue, WA",WA,False,125890.2,0.9,0.28611862201246036,13
38060,"Phoenix-Mesa-Glendale, AZ",AZ,True,130437.0,0.9,0.2854076532376667,14
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,False,120524.1,0.9,0.26441335161118773,15
40140,"Riverside-San Bernardino-Ontario, CA",CA,True,100165.7,0.9,0.21940484462579224,16
41740,"San Diego-Carlsbad-San Marcos, CA",CA,True,92770.6,0.9,0.20224113031650603,17
41180,"St. Louis, MO-IL",MO-IL,False,86991.79999999999,0.9,0.19275055945198993,18
41940,"San Jose-Sunnyvale-Santa Clara, CA",CA,False,81894.29999999999,0.9,0.1879845016223492,19
19740,"Denver-Aurora-Broomfield, CO",CO,False,81617.90000000001,0.9,0.18231450330471538,20
38900,"Portland-Vancouver-Hillsboro, OR-WA",OR-WA,False,81627.40000000001,0.9,0.18149409062038646,21
17140,"Cincinnati-Middletown, OH-KY-IN",OH-KY-IN,False,80527.8,0.9,0.1785136834310576,22
28140,"Kansas City, MO-KS",MO-KS,False,78883.0,0.9,0.17478065840709595,23
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",NC-SC,False,74465.3,0.9,0.16532721634292685,24
17460,"Cleveland-Elyria-Mentor, OH",OH,False,71124.59999999999,0.9,0.15851385360853262,25
26900,"Indianapolis-Carmel, IN",IN,False,70903.9,0.9,0.15783476424603743,26
12580,"Baltimore-Towson, MD",MD,False,71926.5,0.9,0.15736707222621002,27
45300,"Tampa-St. Petersburg-Clearwater, FL",FL,False,70573.6,0.9,0.15562635237506722,28
18140,"Columbus, OH",OH,False,69324.1,0.9,0.15446583292092608,29
38300,"Pittsburgh, PA",PA,False,68003.4,0.9,0.15161219712278323,30
31140,"Louisville/Jefferson County, KY-IN",KY-IN,False,64548.00000000001,0.9,0.1438627274839939,31
33340,"Milwaukee-Waukesha-West Allis, WI",WI,False,63989.9,0.9,0.14228151853109686,32
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,False,61290.0,0.9,0.13863002933103888,33
12420,"Austin-Round Rock-San Marcos, TX",TX,True,58931.6,0.9,0.1323982873962237,34
36740,"Orlando-Kissimmee-Sanford, FL",FL,False,56547.100000000006,0.9,0.1276072408085255,35
41620,"Salt Lake City, UT",UT,False,52628.7,0.9,0.12083216729876937,36
41700,"San Antonio-New Braunfels, TX",TX,True,52905.2,0.9,0.11919637209512587,37
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",VA-NC,False,44328.9,0.9,0.10053893112135667,38
32820,"Memphis, TN-MS-AR",TN-MS-AR,False,44834.5,0.9,0.10018654046744557,39
40900,"Sacramento--Arden-Arcade--Roseville, CA",CA,False,43376.3,0.9,0.09891388547654979,40
39300,"Providence-New Bedford-Fall River, RI-MA",RI-MA,False,40782.100000000006,0.9,0.09317921210114229,41
27260,"Jacksonville, FL",FL,False,39846.6,0.9,0.09200633284601359,42
24340,"Grand Rapids-Wyoming, MI",MI,False,40521.600000000006,0.9,0.09011343734691557,43
29820,"Las Vegas-Paradise, NV",NV,False,37772.59999999999,0.9,0.08735399553708076,44
40060,"Richmond, VA",VA,False,36316.9,0.9,0.08374088257068245,45
15380,"Buffalo-Niagara Falls, NY",NY,False,36313.3,0.9,0.08363071072809476,46
24660,"Greensboro-High Point, NC",NC,False,33241.3,0.9,0.07636179504445897,47
41980,"San Juan-Caguas-Guaynabo, PR",PR,False,32202.8,0.9,0.07595960409510512,48
39580,"Raleigh-Cary, NC",NC,False,32195.2,0.9,0.0749194753034786,49
40380,"Rochester, NY",NY,False,31983.4,0.9,0.07391276718785358,50
